id,content,date,language,tags,title,ratings,sentiment,offerings,destinations,norm_user_rating,user_rating,categorized_rating
377380-203589109259,جميل جدا,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tanomah'],100,5,positive
377380-203587028361,من افضل الإمكان بجدة,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Al Mahmal Center,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Jeddah'],100,5,positive
377380-203585402762,ممتاز,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abu Kheyal Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203588436608,"amazing place, Saudi Arabia has a lot to offer in terms of natures beauty and very safe place to travel.",2021-04-11T07:31:00+00:00,eng,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203591451017,جميل جدا وأنصح فيه,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",100,5,positive
377380-172169847580,Good,2021-04-11T07:31:00+00:00,eng,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-203587502409,location is very amazing I like it historical,2021-04-11T07:31:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203584823206,Bad services,2021-04-11T07:31:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 40, 'raw': 2}",negative,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",40,2,negative
377380-203584935964,Really A Wonderful Place to visit,2021-04-11T07:31:00+00:00,eng,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Al Sahab Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Namas'],100,5,positive
377380-203588842993,يحتاج إلى زيادة في الخدمات,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Alsharaf Park,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['Tanomah'],60,3,neutral
377380-203585021752,رائع جدا,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203582843717,اسعار الدخول مرتفة جدا,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 100, 'raw': 5}",negative,['Tourism Attractions/ Sites'],['Al Ahsa'],100,5,positive
377380-203585449805,كورنيش جدة رائع,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s30', 'sentiment': None}]",North Corniche,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Jeddah'],100,5,positive
377380-203583108904,افصل مطعم برجر في الباحة,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bdg8cu1iccnqmcq7g', 'sentiment': None}]",65 burger,"{'normalized': 100, 'raw': 5}",negative,['Food & Beverage'],['Al Baha'],100,5,positive
377380-203597223773,منتزة رائع من جميع النواحي كترتيب وتواجد المطاعم ودورات المياه.. من افضل واروع المتنزهات في الطائف,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Arruddaf Park,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Taif', 'Taif']",100,5,positive
377380-203587793402,من أجمل الأماكن في مدينة الرياض يحتوي على أقسام حسب الحقبات الزمنية ويمكن زيارة جميع الاقسام بطريقة رائعة كذلك الموظفين والموظفات على قدر كبيير من التعاون مع الزوار التنظيم والنظافة فيه شي مميز لابد من وضع فعالية كبيرة فيه لجذب أكبر عدد من الزوار لهذا المكان الجميل,2021-04-11T07:31:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203591453413,مكان جميل. فيه نافورة راقصة.,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",100,5,positive
377380-203589283486,Agreable endroit يعني مكان حلو و جميل,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Waterfront Beach Royal Commission Yanbu,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Yanbu'],100,5,positive
377380-203585892439,"Ut is a very nice and historic place. I love it so much. But there's no sign boards for the timing of visit, or Indicate how important and how old this place is. Or a short story about its value to the kingdom. Or that it's a must see place. And the access is so difficult to get there too. I hope in the near future they will make it good. I can see they are working on it.",2021-04-11T07:32:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Al Masmak Palace Museum,"{'normalized': 60, 'raw': 3}",neutral,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",60,3,neutral
377380-203590428216,جميل جدا والاستجمام فيه روعه,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Green Mountain Resort,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Taif'],80,4,positive
377380-203586134385,Nice place to enjoy nature and the dessert.,2021-04-11T07:32:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Khararah Lake,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Madinah'],80,4,positive
377380-203586249907,I'm happy to here complete my every jumma salat,2021-04-11T07:32:00+00:00,eng,"[{'value': 'c0rqvl48hb0sd7naaepg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123qg', 'sentiment': None}]",Imam Turki Bin Abdullah Grand Mosque,"{'normalized': 100, 'raw': 5}",positive,"['Religious', 'Tourism Attractions/ Sites', 'Religious']","['Riyadh', 'Madinah', 'Madinah']",100,5,positive
377380-203583163760,رائع في فصل الصيف,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203586957195,الانارة غير كافيه في بعض الجلسات ويحتاج الي زياده اهتمام,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Wadi Hanifa Park,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['Madinah'],60,3,neutral
377380-172737776593,Pleasant stay,2021-04-16T14:33:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Makarem Annakheel Village,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-203585405044,جيدة جدا للجلسات الخفيفة,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abu Kheyal Park,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Abha'],80,4,positive
377380-203589205685,"It's a good place to visit, lot of greenery. Kids can have fun here.",2021-04-11T07:32:00+00:00,eng,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Alanoud Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203588178611,مكان جميل,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 80, 'raw': 4}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Taif', 'Taif']",80,4,positive
377380-203584353351,مشاء الله تبارك الله مكان رايق ويستاهل الواحد يجيه شكرا لك من نظم وانتظم ودعم ✋,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Modon Lake Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-203587505655,رائع,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Olaya Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203585033411,منظر جميل للطبيعة,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203587499413,متحف عظيم,2021-04-11T07:32:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203586071760,Love it,2021-04-11T07:33:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Falah Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203587841462,Very good view there . You can see the amazing water falls and the lake it is really amazing view! I like that they really make great efforts and care enough about this place as there's kids area and several places for BBQ or for sitting with family. There's big parking so no problem with your car.,2021-04-11T07:33:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Wadi Namar Waterfall,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh']",100,5,positive
377380-203595635675,"The spacious mall in Jeddah,Lots of parking area and There is also a movie theater",2021-04-11T07:33:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Red Sea Mall,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Jeddah'],100,5,positive
377380-203586952223,لابأس,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Wadi Hanifa Park,"{'normalized': 60, 'raw': 3}",neutral,['Tourism Attractions/ Sites'],['Madinah'],60,3,neutral
377380-172756443042,ممتاز,2021-04-17T17:49:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hilton Riyadh Hotel & Residences,"{'normalized': 100, 'raw': 5}",positive,"['Accommodation', 'Food & Beverage']","['Riyadh', 'Riyadh']",100,5,positive
377380-203584823201,Good,2021-04-11T07:33:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-203583882491,جميل جدا,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}, {'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Khairah Forest Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Al Baha', 'Tanomah']",100,5,positive
377380-203587476132,اكثر من رائع,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",Souq Al Zel,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']",100,5,positive
377380-203591448317,I love it ❤️,2021-04-11T07:33:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",100,5,positive
377380-203582756807,جميل,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 80, 'raw': 4}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",80,4,positive
377380-172731016934,جيد,2021-04-18T01:35:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Golden Bujari Hotel,"{'normalized': 60, 'raw': 3}",positive,['Accommodation'],['Khobar'],60,3,neutral
377380-203585542551,منتزه رائع وجدا جميل,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]","King Abdullah Park, Sea front","{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Madinah', 'Riyadh', 'Riyadh', 'Dammam']",80,4,positive
377380-172951408179,خدمه روعه واكل زاكي ♥️,2021-04-18T03:29:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Centro Shaheen,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-203583137779,مناسب للعوائل,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Park Prince Mishari Bin Saud,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203586599611,المكان روعه ونظيف ماشاءالله,2021-04-11T07:33:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dammam Corniche,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-203588454988,جميل,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Taif'],80,4,positive
377380-203584567892,جميل,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Umluj'],100,5,positive
377380-203584976120,"Its my kind of place.. Library, museums, cinema, gallery, cafe and restaurants, entertainment in one! 😇 Plus the politeness of the staffs 😊perfect!",2021-04-11T07:34:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",King Abdulaziz Center for World Culture - Ithra,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-203586591119,جيد,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dammam Corniche,"{'normalized': 60, 'raw': 3}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",60,3,neutral
377380-203588986411,ممتاز للسياحه والتنزه,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Saiysad National park,"{'normalized': 60, 'raw': 3}",positive,['Tourism Attractions/ Sites'],['Taif'],60,3,neutral
377380-203585031410,رائع كمنتزه في الباحه وقمة الروعه عند تشغيل النافوره,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203583162324,ممتاز,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Abha'],80,4,positive
377380-203597238017,من اجمل الحدائق في مدينة الطائف بالاضافة الى انه مكان جميل للمشي,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Arruddaf Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203582442279,So beautiful place,2021-04-11T07:34:00+00:00,eng,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Al Soudah National Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203583018003,جميل,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al Ahsa National Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Ahsa'],100,5,positive
377380-203582415362,So beautiful place,2021-04-11T07:34:00+00:00,eng,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Al Soudah National Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203587792206,location is very amazing I like it historical,2021-04-11T07:34:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203585956484,Very nice coffee,2021-04-11T07:34:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123k0', 'sentiment': None}]",Five Elephants Speciality Coffee,"{'normalized': 80, 'raw': 4}",positive,['Food & Beverage'],['Madinah'],80,4,positive
377380-203585496444,مكان جميل وفية جميع الخدمات,2021-04-11T07:34:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]","King Abdullah Park, Sea front","{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Madinah', 'Riyadh', 'Riyadh', 'Dammam']",100,5,positive
377380-203587452728,معلم تاريخي ويحتاج الى اهتمام اكثر,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",12 Springs of Prophet Moses (A.S.),"{'normalized': 80, 'raw': 4}",negative,['Tourism Attractions/ Sites'],['Tabuk'],80,4,positive
377380-203587842353,Best place in the evening time,2021-04-11T07:35:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Wadi Namar Waterfall,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh']",100,5,positive
377380-203587698116,اعشق المكان جدا,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rle7c8hb0sd7naaag0', 'sentiment': None}]",Almaigliah Market,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Madinah']",100,5,positive
377380-173121658839,Loved it... Excellant staff,2021-04-20T13:31:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]","Park Inn by Radisson, Riyadh","{'normalized': 100, 'raw': 5}",positive,"['Accommodation', 'Food & Beverage']","['Riyadh', 'Riyadh']",100,5,positive
377380-203584571101,جميل,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Umluj'],80,4,positive
377380-203585033463,Good,2021-04-11T07:35:00+00:00,eng,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203589201780,رائعة,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Alanoud Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203587258818,ممتع جدا,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",King Salman Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']",100,5,positive
377380-203586126241,احب هذا المكان جدا جدا جدا,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Khararah Lake,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203584928591,روعه وقمة في الجمال,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Al Sahab Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Namas'],100,5,positive
377380-203587773034,متحف عظيم,2021-04-11T07:35:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203587397535,Tabuk fort ancient building looks awesome .,2021-04-11T07:35:00+00:00,eng,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Tabuk castle,"{'normalized': 60, 'raw': 3}",positive,['Tourism Attractions/ Sites'],['Tabuk'],60,3,neutral
377380-203588436591,excellent place. should visit it,2021-04-11T07:36:00+00:00,eng,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203585892300,need for more sunshades,2021-04-11T07:36:00+00:00,eng,"[{'value': 'c9g8qqc8hb0qun2qahs0', 'sentiment': None}]",Yam Beach,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['KAEC'],60,3,neutral
377380-203588608289,ممتاز,2021-04-11T07:36:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Hada Cable Car,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Taif'],80,4,positive
377380-203582757146,قمة الروعة والجمال,2021-04-11T07:36:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-203585091259,Wonderful place in saudi arabia ... no one ever imagine that such a place would exist in saudi ... relly pretty and good climate ..must visit atleast once,2021-04-11T07:36:00+00:00,eng,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Wadi Lajab,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Jizan'],100,5,positive
377380-203587396666,جميل يستحق الزيارة 👍🏻,2021-04-11T07:36:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Tabuk castle,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tabuk'],100,5,positive
377380-203582185567,المكان خرافي,2021-04-11T07:36:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Al Soudah National Park,"{'normalized': 100, 'raw': 5}",negative,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203591452368,جميل جدا,2021-04-11T07:36:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 40, 'raw': 2}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",40,2,negative
